譯文ID	作業ID	原文ID	原文對話序號	語言別	內容
13205	389	8	110	en-US	So the next court is set on… at 04:30 p.m. on June 24th, 2018. The court will ask some questions from the witness, and both the accuser and the defendant need to come to the court and both of you can hire a lawyer.
13206	389	8	111	en-US	I understand.
13207	389	8	112	zh-TW	我也明白。
13208	395	8	1	en-US	Today we are here for the civil case, the preparation procedure for case No. 2345, the adultery case.
13209	395	8	8	en-US	I am here today for the case No.2345, adultery case, as an interpreter. I promise to faithfully and honestly translate what is stated in this court. In the case of deliberately making false interpretation, the violation of perjury will apply.
13210	395	8	9	en-US	the name of plaintiff
13211	395	8	10	en-US	Yu Han Wang
13212	395	8	11	en-US	ID number
13213	395	8	12	en-US	H2248143957
13214	395	8	13	en-US	mailing address
13215	395	8	14	en-US	floor 19, No. 211, Rd. Ren Ai, Taipei City
13216	395	8	15	en-US	the defendant’s name
13217	395	8	16	zh-TW	愛德華卡帕壓西
13218	395	8	17	en-US	the passport number
13219	395	8	18	zh-TW	XP82891116
13220	395	8	19	en-US	AC number
13221	395	8	20	zh-TW	AC28329123
13222	395	8	21	en-US	mailing address
13223	395	8	22	en-US	floor 19, No. 211, Rd. Ren Ai, Taipei City
13224	395	8	23	en-US	Now I am going to say the right of the plaintiff
13225	395	8	24	en-US	First you have the right to remain silent and do not make any statement against your will. 
13226	395	8	25	en-US	Second, you have the right to a lawyer. If you come from a low-income family, a medium-and-low-income family, or if you are an aborigine or meet other qualification set by the law, you may ask the court for legal assistance.
13227	395	8	26	en-US	Third, you have the right to ask the court to investigate any evidence which may help you with your case.
13228	395	8	27	en-US	Do you fully understand your right?
13229	395	8	28	zh-TW	是的，我了解
13230	395	8	29	en-US	Proce…prosecutor please state the case
13231	395	8	30	en-US	Same as the
13232	395	8	31	en-US	Today we are here for the adultery case. The plaintiff, Yu Han Wang, he sued his husband Edward for that he had a…he had an affair with his colleague in a cram school, 王柔兒, they not only have intimate message, and…but also Edward usually make up reasons for having extra work; moreover, they also have tele-conferencing, and their relationship is beyond coworker’s relationship. Also, 王宇涵 has collected some advance that… point out 王柔兒 and Edward has constitute in the adultery. The defendant, your wife is suspecting that you have an affair. What do you want to say?
13233	395	8	32	zh-TW	我認為無罪
13234	395	8	33	en-US	In today’s preparation procedure, we will mainly focus on their…the message between the…defendant and 王柔兒, and to see if their behavior constitute in…the adultery crime. Does the both parties understand?
13235	395	8	34	en-US	I understand.
13236	395	8	35	zh-TW	我明白。
13237	395	8	36	en-US	Now I am going to ask the plaintiff. How long have you married with your husband. Do you have any children?
13238	395	8	37	en-US	I have been married with my husband and…for four years, and we don’t have any children.
13239	395	8	38	en-US	And did you married in Taiwan or in other countries?
13240	395	8	39	en-US	I met with my husband in Taiwan. Four years ago, he came to Taiwan to teach Portuguese.
13241	395	8	40	en-US	So in these years, does he…did  he teach Portuguese as his work?
13242	395	8	41	en-US	When we first met, he was a Portuguese teacher. And after we got married, he continues to teach Portuguese. However, Portuguese is not a popular language in Taiwan. Therefore, his teaching hour is not steady, and sometime his…he had a period between jobs for about one or two months.  Because teaching Portuguese is not a steady work, he decided to teach English, and because his mother tongue is not English, he went to seek an advance degree.
13243	395	8	42	en-US	You mentioned that he… seek an advance degree. Do you mean that he had…studied for a degree in Taiwan?
13244	395	8	43	en-US	No. Because he wanted to teach English in Taiwan, he needs a degree in English teaching. He..he had a distance learning program which is from California in the United States, and…and the learning is a distance online learning, so he can learn…he can learn in Taiwan, and also…therefore, through the credits from the online program, he can get the master degree in English teaching, and then he can teach English in Taiwan.
13245	395	8	44	en-US	Then what is the relationship between your husband and the so call affair…the person he had affair with?
13246	395	8	45	en-US	They are colleague. They…they work in a same cram school, and the cram had a program to have a foreign teacher and a Taiwanese teacher and to be partner with teaching, and she is the person who partner with him.
13247	395	8	46	en-US	How do you know they have an affair?
13248	395	8	47	en-US	At first, my husband usually make up reasons for having extra work and stay in the cram school. I asked him for the reason, and he said that he has to communicate with the Taiwanese teacher to talk more about their work. But I think he’s just a English teacher, why he have to stay in the cram school for so long. At first, I didn’t suspect him, but he started to have some phone calls after his work, and moreover, when he pick up the calls, he would avoid me and went to the study room. And I started to suspect him and check up his cell phone.
13249	395	8	48	en-US	So did you find anything wrong with his cell phone?
13250	395	8	49	en-US	I check his phone call record and saw that he almost had phone call with the same person every day. And then I check his text…I check his message and see that he text with the same person with a woman almost every day.
13251	395	8	50	en-US	I think texting people is not a very unusual thing. So is there anything wrong with the messages.
13252	395	8	51	en-US	I think the message with ordinary content is fine. But he is a man…but he had got married, and how can he have message with some intimate content with other people. I had provided some information about their message, and I think all the evidence are in the files.
13253	395	8	52	en-US	So the…so the file and is the message you mean on the phone call text?
13254	395	8	53	zh-TW	是的，這些就是我手機上的內容。
13255	395	8	54	en-US	Now I am going to ask you based on these…these contents. The first message is…was sent from the cell phone 0958-932123 on 21:50…at 21:50 on 12/21 in 2017, and the content is “I really miss you”. What does this mean?
13256	395	8	55	zh-TW	痾那就只是同事寄給我的簡信。那個時候我剛請了兩天假，他很擔心，所以才寄這樣的簡訊給我。我的同事他之前在美國讀過書，所以她的表達方式也比較開放，這就是他說話的方式，就像是說「我的愛」這樣子，這都是很正常的表達方式。
13257	395	8	56	en-US	So you mean that because this person has stayed in the foreign countries and his…her concept is westernized, so…her expression is just this kind of opened,  and it’s very ordinary and this is nothing wrong with her words, right?
13258	395	8	57	zh-TW	對，那就只是普通…那種表達方式很普通，就只是好朋友或是很親密的朋友間的表達方式。
13259	395	8	58	en-US	So what about the sentence he sent you…she sent you?
13260	395	8	59	zh-TW	就像我說的，我們是同事，在我…在我請了兩天假之後，他當然會很想念我。
13261	395	8	60	en-US	So do you mean that the other party sent you this message is just because you are out of work for two days, and he miss you and he miss you because she work without your assistance in class, right?
13262	395	8	61	zh-TW	是的，那個簡訊內容並沒有甚麼問題。
13263	395	8	62	en-US	And let’s see the second message. That’s from the same person’s cell phone and the time was at 23:55 on12/29,2017, and message content is 我很想要你在我身邊，你甚麼時候可以在我身邊呢? I…So what do you think about this message. What does it mean? 
13264	395	8	63	zh-TW	他會寄給我那封簡訊是因為他想教我要怎麼表達這樣子的意思。
